id,addr_city,addr_country,addr_housenumber,addr_postcode,addr_street,opening_hours,amenity,url,name,name_de,leisure,tourism,long,lat,building,wikipedia,source,osm_id
1,,,,,,,,,Strandbad Tegeler See,,water_park,,13.2450977,52.5776055,,,osm:way,16777112
2,Berlin,,155,13088,Berliner Allee,,,http://www.binbaden.com,Strandbad am Weißen See,,water_park,,13.4654829,52.5539318,,,osm:way,20130679
3,Berlin,DE,39,10827,Hauptstraße,"Mo 14:00-22:30; Tu-Fr 06:00-22:30; Sa,Su 09:00-22:30",,https://www.berlinerbaeder.de/baeder/stadtbad-schoeneberg/,Stadtbad Schöneberg - Hans Rosenthal,,water_park,,13.3509907,52.4847872,yes,,osm:way,23453588
4,,,,,,May-Aug: 09:00-21:00; Sep-Apr: 11:00-18:00,,http://www.strandbad-wendenschloss.de/,Seebad Wendenschloss,,water_park,,13.6002342,52.4152242,,,osm:way,26372294
5,Berlin,DE,39,12247,Leonorenstraße,"Mo 14:00-22:30; Tu-Fr 06:30-22:30; Sa,Su 09:00-22:30",,,Stadtbad Lankwitz,,water_park,,13.3434744,52.4419528,yes,,osm:way,27012751
6,,,,,,,,,Wasserskigebiet,,water_park,,13.2633241,52.5773882,,,osm:way,27469365
7,,,,,,,,,Sommerbad Lichterfelde,,water_park,,13.3132879,52.4332055,,,osm:way,27481060
8,,,,,,,,,Sommerbad Kreuzberg Prinzenbad,,water_park,,13.4026761,52.4975032,,,osm:way,30876782
9,,,,,,,,http://www.berlinerbaederbetriebe.de/126.html,Kinderbad Monbijou,,water_park,,13.3967264,52.5226744,,,osm:way,30876915
10,Berlin,DE,59H,10999,Wiener Straße,"Mo-Fr 08:00-22:00, PH 10:00-22:00, Sa,Su 09:00-22:00",,https://www.berlinerbaeder.de/baeder/wellenbad-am-spreewaldplatz/,Bad am Spreewaldplatz,,water_park,,13.4322178,52.4979877,yes,,osm:way,30909343
11,Berlin,DE,1,13357,Wiesenstraße,,,http://www.berlinerbaeder.de/119.html,Sommerbad Humboldthain,,water_park,,13.3824084,52.5456762,,,osm:way,33071226
12,,,,,,,,http://www.berlinerbaederbetriebe.de/120.html,Sommerbad Am Insulaner,,water_park,,13.3516397,52.4562358,,,osm:way,37674404
13,,,,,,,,http://www.berlinerbaeder.de/73.html,Schwimmhalle Kaulsdorf,,water_park,,13.5855174,52.5209605,yes,,osm:way,47281557
14,Berlin,DE,18,12099,Götzstraße,,,,Stadtbad Tempelhof,,water_park,,13.3895416,52.4638084,,,osm:way,48992630
15,,,,,,,,,Seebad-Heiligensee,,water_park,,13.2132949,52.6003159,,,osm:way,51832083
16,Berlin,DE,91-93,,Wolfshagener Straße,2018 Jul 02- 2018 Sep 02 Mo-Su 08:00-20:00,,https://www.berlinerbaeder.de/baeder/sommerbad-pankow/,Sommerbad Pankow,,water_park,,13.4136812,52.5759168,,,osm:way,99146928
17,,,,,,,,,,,water_park,,13.1559817,52.4648669,yes,,osm:way,122628480
18,Berlin,DE,160,,Columbiadamm,,,http://www.berlinerbaederbetriebe.de/116.html,Sommerbad Neukölln,,water_park,,13.4157327,52.4795499,,,osm:way,131391811
19,Berlin,DE,3,12043,Ganghoferstraße,,,http://www.berlinerbaederbetriebe.de/77.html,Stadtbad Neukölln,,water_park,,13.4398773,52.4791797,yes,de:Stadtbad Neukölln,osm:way,132238037
20,,,,,,,,http://www.berlinerbaederbetriebe.de/125.html,Platsch Kinderbad,,water_park,,13.5623739,52.5520166,,,osm:way,148002805
21,Berlin,,9,12527,Sportpromenade,,,https://www.berlinerbaeder.de/baeder/strandbad-gruenau/,Strandbad Grünau,,water_park,,13.6070638,52.4089821,,,osm:way,180438642
22,,,,,,,,,Kombibad Mariendorf,,water_park,,13.4032095,52.4207213,,,osm:way,367575185
23,,,,,,,,,,,water_park,,13.2462121,52.5772815,,,osm:way,368373675
24,,,,,,,,http://baeder.fez-berlin.de/badesee/,FEZ-Badesee,,water_park,,13.5490583,52.4636265,,,osm:way,372076075
25,,,,,,,,http://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339112.php,Strandbad Müggelsee,,water_park,,13.6722925,52.4455741,,,osm:way,420006962
26,,,,,,,,https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339117.php,Badestelle Große Krampe,,water_park,,13.6524357,52.3899065,,,osm:way,443774249
27,,,,,,,,,Plansche Marzahn Ost,,water_park,,13.5770556,52.5492162,,,osm:way,500247727
28,,,,,,,,,Rollsportanlage,,sports_centre,,13.3601382,52.5317204,roof,,osm:way,4676159
29,Berlin,DE,14,14199,Forckenbeckstraße,,,http://www.berlinerbaeder.de/baeder/sommerbad-wilmersdorf,Sommerbad Wilmersdorf,,sports_centre,,13.3021304,52.4817869,,,osm:way,4755469
30,,,,,,,,,Grüngürtel,,sports_centre,,13.1938649,52.5518037,,,osm:way,5076131
31,,,,,,,,,Helmut-Schleusener-Stadion,,sports_centre,,13.1936034,52.5448282,,,osm:way,5076140
32,,,,,,,,,,,sports_centre,,13.3281439,52.5961779,,,osm:way,5105674
33,,,,,,,,,Wackerplatz,,sports_centre,,13.3096677,52.5755226,,,osm:way,7213563
34,Berlin,DE,26,10407,Paul-Heyse-Straße,,,https://www.berlinerbaeder.de/baeder/schwimm-und-sprunghalle-europasportpark-sse/,Schwimm- und Sprunghalle im Europa Sportpark Berlin (SSE),,sports_centre,,13.4526505,52.5291905,civic,de:Schwimm- und Sprunghalle im Europasportpark,osm:way,7997192
35,Berlin,DE,3,10409,Thomas-Mann-Straße,Mo-Sa 08:00-20:00,,http://www.berlinerbaeder.de/baeder/schwimmhalle-thomas-mann-strasse,Schwimmhalle Thomas-Mann-Straße,,sports_centre,,13.4431936,52.5431095,yes,,osm:way,7997204
36,Berlin,DE,7,14199,Fritz-Wildung-Straße,,,,Stadtbad Wilmersdorf II,,sports_centre,,13.3013583,52.4859654,yes,,osm:way,9769623
37,Berlin,DE,9,14199,Fritz-Wildung-Straße,,,http://www.horst-dohm-eisstadion.de,Horst-Dohm-Eisstadion,,sports_centre,,13.3007465,52.4843350,,,osm:way,9770708
38,,,,,,,,,Sportplatz Walter-Felsenstein-Straße,,sports_centre,,13.5539386,52.5532759,,,osm:way,9858246
39,,,,,,,,,Hubertussportplatz,,sports_centre,,13.2869373,52.4855972,,,osm:way,11502949
40,,,,,,,,,Schwimmhalle,,sports_centre,,13.4728845,52.5408630,yes,,osm:way,12520968
41,Berlin,DE,,13507,Namslaustraße,,,,Turnhalle,,sports_centre,,13.2861788,52.5782973,yes,,osm:way,13415540
42,,,,,,,,,Sporthalle,,sports_centre,,13.4927133,52.6322031,yes,,osm:way,13449172
43,Berlin,DE,41,13125,Wolfgang-Heinz-Straße,,,http://www.berlinerbaeder.de/79.html,Schwimmhalle Buch,,sports_centre,,13.4919086,52.6287451,yes,,osm:way,13454276
44,Berlin,DE,4,10713,Sigmaringer Straße,,,,Sporthalle Goethe Gymnasium,,sports_centre,,13.3197968,52.4883143,sports_centre,,osm:way,13782214
45,Berlin,DE,27-32,12351,Lipschitzallee,,,,Kombibad Gropiusstadt,,sports_centre,,13.4705267,52.4275458,,,osm:way,13845944
46,,,,,,,,,,,sports_centre,,13.2885143,52.5374408,,,osm:way,13868157
47,,,,,,,,,Sommerbad West-Staaken,,sports_centre,,13.1313812,52.5331808,,,osm:way,14460222
48,,,,,,,,,,,sports_centre,,13.4904011,52.6301884,,,osm:way,18508333
49,Berlin,DE,26,10365,Hagenstraße,,,,,,sports_centre,,13.5011826,52.5178092,sports_centre,,osm:way,18769784
50,Berlin,DE,200-204,13407,Roedernallee,,,http://www.berlinerbaeder.de/baeder/paracelsus-bad,Paracelsusbad,,sports_centre,,13.3468991,52.5751868,yes,,osm:way,19971538
51,,,,,,,,,BSC Kickers 1900 e.V.,,sports_centre,,13.3688755,52.4867431,,,osm:way,21845907
52,,,,,,,,,Schenckendorffplatz,,sports_centre,,13.2432571,52.5177889,,,osm:way,22374992
53,,,,,,,,,Körnerplatz,,sports_centre,,13.2420297,52.5192014,,,osm:way,22375647
54,,,,,,,,,,,sports_centre,,13.4949501,52.5166042,school,,osm:way,23028254
55,,,,,,,,,,,sports_centre,,13.3178457,52.6086143,yes,,osm:way,23046354
56,,,,,,,,,,,sports_centre,,13.4367282,52.4432312,,,osm:way,23129397
57,Berlin,DE,123,12685,Eisenacher Straße,,,,,,sports_centre,,13.5701540,52.5397023,yes,,osm:way,23200688
58,,,,,,,,,,,sports_centre,,13.3701956,52.5630122,yes,,osm:way,23248087
59,Berlin,DE,,,,,,,Haus 21 Turnhalle,,sports_centre,,13.3239156,52.5795788,hospital,,osm:way,23326288
60,,,,,,,,,Turnhalle der Benjamin-Franklin-Oberschule,,sports_centre,,13.3006701,52.5818913,school,,osm:way,23368594
61,Berlin,DE,11,10179,Fischerinsel,,,http://www.berlinerbaeder.de/75.html,Schwimmhalle Fischerinsel,,sports_centre,,13.4047139,52.5125145,yes,,osm:way,23443889
62,,,,,,,,,Sporthalle,,sports_centre,,13.3494748,52.4855917,yes,,osm:way,23462766
63,,,,,,,,,Güntzelhalle,,sports_centre,,13.3210812,52.4915447,yes,,osm:way,23465682
64,,,,,,,,,,,sports_centre,,13.4102717,52.5109209,yes,,osm:way,23572911
65,,,,,,,,,Stadion 1. Mai (SV Bau-Union Berlin),,sports_centre,,13.4760776,52.5195783,,,osm:way,23806860
66,,,,,,,,,,,sports_centre,,13.4716392,52.5237989,,,osm:way,23806862
67,Berlin,DE,91,10409,Hanns-Eisler-Straße,,,,Sportplatz Kniprodestraße,,sports_centre,,13.4531267,52.5406799,,,osm:way,23817856
68,Berlin,DE,5,10369,Anton-Saefkow-Platz,,,,Anton-Saefkow-Sporthalle,,sports_centre,,13.4741607,52.5298535,yes,,osm:way,23851960
69,,,,,,,,http://www.berlinerbaederbetriebe.de/70.html,Schwimmhalle Anton-Saefkow-Platz,,sports_centre,,13.4720351,52.5307495,yes,,osm:way,23851993
70,,,,,,,,,Sporthalle der Heinrich-Böll-Oberschule,,sports_centre,,13.1991702,52.5645894,yes,,osm:way,23904320
71,,,,,,,,,Sportplatz Lohnauer Steig,,sports_centre,,13.5532506,52.4437708,,,osm:way,23913528
72,,,,,,,,,,,sports_centre,,13.5744538,52.4066775,sports_hall,,osm:way,23971867
73,Berlin,DE,19,13595,Gatower Straße,,,http://www.berlinerbaederbetriebe.de/99.html,Kombibad Spandau Süd,,sports_centre,,13.1882943,52.5181915,,,osm:way,23981633
74,,,,,,,,,,,sports_centre,,13.5633824,52.4012756,yes,,osm:way,23988289
75,,,,,,,,,,,sports_centre,,13.5764444,52.4196442,yes,,osm:way,24032254
76,,,,,,,,,,,sports_centre,,13.4592864,52.5017700,yes,,osm:way,24035390
77,Berlin,DE,15,12679,Rudolf-Leonhard-Straße,,,,,,sports_centre,,13.5704885,52.5516920,yes,,osm:way,24051324
78,Berlin,DE,9,12681,Helene-Weigel-Platz,Tu-Fr 06:00-22:00,,http://www.berlinerbaederbetriebe.de/72.html,"Schwimmhalle am Helene-Weigel-Platz '"Helmut Behrendt'"",,sports_centre,,13.5418949,52.5281452,yes,,osm:way,24052110
79,Berlin,DE,45,12629,Luckenwalder Straße,,,,Sporthalle,,sports_centre,,13.5882193,52.5428778,yes,,osm:way,24052162
80,,,,,,,,,Sportanlage Uferbahn,,sports_centre,,13.5826102,52.4101615,,,osm:way,24072523
81,,,,,,,,,,,sports_centre,,13.5477763,52.4341999,yes,,osm:way,24154691
82,,,,,,,,,,,sports_centre,,13.5451271,52.4388149,yes,,osm:way,24154820
83,,,,,,,,,,,sports_centre,,13.5440172,52.4391847,yes,,osm:way,24154821
84,Berlin,DE,1,10437,Falkplatz,,,http://www.max-schmeling-halle.de,Max-Schmeling-Halle,,sports_centre,,13.4045157,52.5447961,sports_centre,de:Max-Schmeling-Halle,osm:way,24160157
85,,,,,,,,,,,sports_centre,,13.4877388,52.4734327,yes,,osm:way,24202511
86,,,,,,,,,,,sports_centre,,13.4776728,52.4820219,school,,osm:way,24202616
87,,,,,,,,,Sportanlage Am Rosenhag,,sports_centre,,13.6250396,52.5262211,,,osm:way,24204764
88,Berlin,DE,209,12437,Neue Krugallee,,,http://www.berlinerbaeder.de/baeder/schwimmhalle-baumschulenweg/,Schwimmhalle Baumschulenweg,,sports_centre,,13.4940749,52.4701300,yes,,osm:way,24219640
89,,,,,,,,,,,sports_centre,,13.4853084,52.4684185,school,,osm:way,24219765
90,,,,,,,,,,,sports_centre,,13.4789018,52.4684888,school,,osm:way,24219832
91,,,,,,,,,,,sports_centre,,13.4873931,52.4619120,school,,osm:way,24219878
92,,,,,,,,,,,sports_centre,,13.5136972,52.4542959,yes,,osm:way,24230545
93,,,,,,,,,,,sports_centre,,13.5233464,52.4504095,school,,osm:way,24230886
94,Berlin,DE,51,10117,Schützenstraße,,,,Trainingszentrum ALBA Berlin,,sports_centre,,13.3957457,52.5091594,yes,,osm:way,24248450
95,Berlin,,77,10249,Landsberger Allee,,,http://www.sez-berlin.com/,Sport- und Erholungszentrum,,sports_centre,,13.4454996,52.5267356,yes,de:Sport- und Erholungszentrum,osm:way,24266185
96,,,,,,,,,Sporthalle,,sports_centre,,13.4499588,52.5194674,yes,,osm:way,24266215
97,,,,,,,,,,,sports_centre,,13.4267847,52.5254941,school,,osm:way,24273547
98,,,,,,,,,,,sports_centre,,13.4564291,52.5140465,school,,osm:way,24283695
99,,,,,,,,,Sporthalle,,sports_centre,,13.4681489,52.5133795,school,,osm:way,24283795
100,,,,,,,,,Stadion Lichterfelde,,sports_centre,,13.3231874,52.4386431,,,osm:way,24305497
101,,,,,,,,,Tennisklub Grün-Weiß,,sports_centre,,13.3149258,52.4342512,,,osm:way,24305542
102,,,,,,,,,,,sports_centre,,13.4283805,52.5347901,school,,osm:way,24582167
103,,,,,,,,https://www.sc-mueggelheim.de/,Tennisanlage SC Müggelheim e.V.,,sports_centre,,13.6707749,52.4162816,,,osm:way,24583959
104,,,,,,,,,,,sports_centre,,13.4279722,52.5350142,school,,osm:way,24606971
105,Berlin,DE,20,10405,Lilli-Henoch-Straße,Mo-Fr 06:30-21:30; We 10:00-21:30,,http://www.berlinerbaeder.de/baeder/schwimmhalle-ernst-thaelmann-park/,Schwimmhalle Ernst-Thälmann-Park,,sports_centre,,13.4338581,52.5409493,public,,osm:way,24634435
106,Berlin,DE,,,,,,,A,,sports_centre,,13.2606408,52.5012919,yes,,osm:way,24675649
107,Berlin,DE,,,,,,,C,,sports_centre,,13.2598862,52.5013891,yes,,osm:way,24675722
108,,DE,29,13509,Hatzfeldtallee,,,,Sporthalle Hatzfeldallee,,sports_centre,,13.2930543,52.5929992,yes,,osm:way,24701484
109,,,,,,,,,Turnhalle,,sports_centre,,13.3555827,52.5631255,yes,,osm:way,24715525
110,,,,,,,,,Turnhalle,,sports_centre,,13.3663914,52.5716009,yes,,osm:way,24799691
111,Berlin,DE,9,14199,Fritz-Wildung-Straße,,,,Horst-Käsler-Sporthalle,,sports_centre,,13.3018290,52.4841277,yes,,osm:way,24837289
112,Berlin,DE,18,12683,Wuhlestraße,,,,,,sports_centre,,13.5695770,52.5269439,yes,,osm:way,24900934
113,,,,,,,,,,,sports_centre,,13.5714845,52.5260215,yes,,osm:way,24900944
114,,,,,,,,,Sportplatz Aroser Allee,,sports_centre,,13.3529771,52.5724353,,,osm:way,24951731
115,,,,,,,,,Sportplatz BFC Alemania,,sports_centre,,13.3379807,52.5774983,,,osm:way,24951954
116,,,,,,,,,,,sports_centre,,13.3686420,52.5366576,,,osm:way,24952286
117,,,,,,,,http://www.berlinerbaederbetriebe.de/137.html,Sport- und Lehrschwimmhalle Schöneberg,,sports_centre,,13.3550935,52.4763657,yes,,osm:way,25158774
118,,,,,,,,,Sporthalle,,sports_centre,,13.2953908,52.5005718,yes,,osm:way,25179230
119,,,,,,,,,Turnhalle,,sports_centre,,13.3657835,52.5711141,yes,,osm:way,25341670
120,Berlin,DE,8,10318,Treskowallee,,,http://www.htw-berlin.de,Htw Berlin Geb. F (Sporthalle),,sports_centre,,13.5252146,52.4936443,sports_hall,,osm:way,25344608
121,,,,,,,,,Tennishalle,,sports_centre,,13.2668048,52.4549566,yes,,osm:way,25374111
122,,,,,,,,,Cole-Sports-Center,,sports_centre,,13.2679290,52.4544874,yes,,osm:way,25374117
123,,,,,,,,,Tennisanlage Sangerhauser Weg,,sports_centre,,13.4110653,52.4313686,yes,,osm:way,25396969
124,Berlin,DE,18,10319,Franz-Mett-Straße,,,,Turnhalle,,sports_centre,,13.5173455,52.5041870,school,,osm:way,25450284
125,,,,,,,,,BTTC GrünWeiss,,sports_centre,,13.3320173,52.4144105,,,osm:way,25508648
126,,,,,,,,,,,sports_centre,,13.5471899,52.5514537,yes,,osm:way,25530107
127,,,,,,,,,Turnhalle,,sports_centre,,13.2325244,52.6086728,yes,,osm:way,25642921
128,,,,,,,,,Turnhalle,,sports_centre,,13.2830714,52.6309177,school,,osm:way,25643843
129,,,,,,,,,,,sports_centre,,13.4365025,52.5022017,residential,,osm:way,25650067
130,,,,,,,,,,,sports_centre,,13.3404187,52.5204453,,,osm:way,25780047
131,Berlin,,268,10367,Landsberger Allee,,,www.windobona.berlin,Windobona Berlin GmbH,,sports_centre,,13.4938439,52.5330139,yes,,osm:way,25823647
132,,,,,,,,,,,sports_centre,,13.4820583,52.5363402,school,,osm:way,25823826
133,,,,,,,,,,,sports_centre,,13.4825171,52.5368780,school,,osm:way,25823873
134,,,,,,,,,Sportplatz Vorarlberger Damm,,sports_centre,,13.3531580,52.4717103,,,osm:way,25944559
135,,,,,,,,,,,sports_centre,,13.4425047,52.4476590,,,osm:way,26087337
136,,,,,,,,,Sporthalle,,sports_centre,,13.1689904,52.5218919,yes,,osm:way,26353493
137,,,,,,,,,,,sports_centre,,13.1749028,52.5464753,yes,,osm:way,26397116
138,,,,,,,,,,,sports_centre,,13.1748400,52.5461043,yes,,osm:way,26397129
139,,,,,,,,http://www.sg-neukoelln.de/,Sportbad Britz,,sports_centre,,13.4744197,52.4399605,,,osm:way,26477319
140,,,,,,,,,,,sports_centre,,13.3736498,52.4635004,yes,,osm:way,26541230
141,,,,,,,,http://ruder-riege-tvw.de/,Turnverein Waidmannslust e.V. - Ruder Riege,,sports_centre,,13.2771376,52.5841271,yes,,osm:way,26665607
142,,,,,,,,,,,sports_centre,,13.3454973,52.4426113,,,osm:way,27012752
143,,,,,,,,,TuSLi Hockey,,sports_centre,,13.3460155,52.4434354,,,osm:way,27012846
144,,,,,,,,,,,sports_centre,,13.1889022,52.5231363,yes,,osm:way,27060325
145,,,,,,,,,Sportplatz Allende-Viertel,,sports_centre,,13.5875197,52.4464459,,,osm:way,27060598
146,Berlin,DE,5,12559,Pablo-Neruda-Straße,,,http://www.berlinerbaeder.de/index.php?id=101,Schwimmhalle Allendeviertel,,sports_centre,,13.5876611,52.4424204,yes,,osm:way,27065141
147,Berlin,DE,14,13629,Buolstraße,Mo-Su 06:00-22:30,,http://www.scs-berlin.de,Sport Centrum Siemensstadt,,sports_centre,,13.2584417,52.5454679,yes,,osm:way,27107217
148,,,,,,,,,Sporthalle,,sports_centre,,13.4428595,52.4481188,school,,osm:way,27121149
149,,,,,,,,,Sporthalle Rosa Luxemburg Gymnasium Pankow,,sports_centre,,13.4193347,52.5654657,public,,osm:way,27150656
150,Berlin,,65,13189,Neumannstraße,,,,Sporthalle Grundschule Wolkenstein,,sports_centre,,13.4198303,52.5655179,public,,osm:way,27150657
151,,,,,,,,,Sporthalle,,sports_centre,,13.3785172,52.5495526,yes,,osm:way,27160162
152,,,,,,"Mo-Fr 06:30-23:00; PH,Sa-Su 09:00-21:00",,http://www.holmesplace.de/de-de/clubs/fitness.Berlin-Ostkreuz.php,Holmes Place Berlin Ostkreuz,,sports_centre,,13.4735483,52.5045800,commercial,,osm:way,27180861
153,,,,,,,,,Sporthalle der Polizei,,sports_centre,,13.3535940,52.4260407,yes,,osm:way,27432466
154,,,,,,,,,Sporthalle,,sports_centre,,13.3454943,52.4277118,yes,,osm:way,27432678
155,,,,,,,,,Squash 2000,,sports_centre,,13.4613818,52.5012095,yes,,osm:way,27437910
156,,,,,,,,,Sportanlage Sachtlebenstraße,,sports_centre,,13.2503263,52.4129906,,,osm:way,27631424
157,Berlin,DE,11-13,13439,Königshorster Straße,"Mo,Tu 15:00-22:00, We,Th 15:00-19:00, Fr 15:00-22:00, Sa 10:00-23:00, Su 10:00-22:00",,http://jump-berlin.de,Jump Berlin Nord,,sports_centre,,13.3485345,52.5995094,yes,,osm:way,27830802
158,Berlin,DE,18,13357,Pankstraße,,,,,,sports_centre,,13.3735322,52.5469626,yes,,osm:way,28026881
159,,,,,,,,,,,sports_centre,,13.3258186,52.4256082,yes,,osm:way,28103596
160,,,,,,,,,SV Zehlendorfer Wespen 1911 e.V.,,sports_centre,,13.2264806,52.4225622,,,osm:way,28104447
161,,,,,,,,,,,sports_centre,,13.2263316,52.4234258,yes,,osm:way,28104448
162,,,,,,,,,,,sports_centre,,13.3602520,52.6134252,yes,,osm:way,28281375
163,,,,,,,,,,,sports_centre,,13.4240342,52.5660440,,,osm:way,28489830
164,,,,,,,,,,,sports_centre,,13.4554365,52.5236489,school,,osm:way,28557823
165,Berlin,DE,3,12163,Holsteinische Straße,,,,Sporthalle,,sports_centre,,13.3281092,52.4622754,yes,,osm:way,28577329
166,,,,,,,,,Sportplatz Kleine Hamburger Straße,,sports_centre,,13.3958964,52.5274603,,,osm:way,28685869
167,,,,,,,,,Bruno-Gehrke-Sporthalle,,sports_centre,,13.2066269,52.5517066,yes,,osm:way,28935648
168,,,,,,,,,,,sports_centre,,13.5695340,52.5674039,,,osm:way,29064531
169,Berlin,DE,27,10407,Paul-Heyse-Straße,,,,Blaschek,,sports_centre,,13.4496164,52.5317128,commercial,,osm:way,29372137
170,,,,,,,,,Sporthalle,,sports_centre,,13.4247737,52.5159223,school,,osm:way,29385927
171,,,,,,,,,Sporthalle,,sports_centre,,13.5341673,52.4798036,yes,,osm:way,29484367
172,Berlin,DE,37,14199,Forckenbeckstraße,,,,Werner-Ruhemann-Sporthalle,,sports_centre,,13.2966422,52.4816839,yes,,osm:way,29484393
173,,,,,,,,,Carl-Schumann-Sportanlage,,sports_centre,,13.3204792,52.4111219,,,osm:way,29616531
174,,,,,,,,,,,sports_centre,,13.3634651,52.4179489,yes,,osm:way,29715443
175,,,,,,,,,Sporthalle Kiriat Bialik,,sports_centre,,13.3608234,52.4318211,yes,,osm:way,29998832
176,,,,,,,,,,,sports_centre,,13.3629779,52.4325858,yes,,osm:way,30094222
177,,,,,,,,,Preussenpark,,sports_centre,,13.3570927,52.4333381,yes,,osm:way,30094564
178,,,,,,"Mo,We,Fr 10:00-22:00, Tu,Th 08:00-22:00, Sa,Su 10:00-17:00",,,Injoy,,sports_centre,,13.3558657,52.4332479,yes,,osm:way,30094565
179,,,,,,,,,,,sports_centre,,13.3320691,52.4144449,yes,,osm:way,30116781
180,,,,,,,,,,,sports_centre,,13.4230450,52.5473573,yes,,osm:way,30145420
181,,,,,,,,,,,sports_centre,,13.3489715,52.5259197,residential,,osm:way,30215007
182,,,,,,,,,,,sports_centre,,13.2295173,52.5433984,yes,,osm:way,30218251
183,,,,,,,,,Center for Recreational Sports,,sports_centre,,13.2902570,52.4589442,,,osm:way,30433684
184,,,,,,,,,,,sports_centre,,13.3468276,52.4239990,,,osm:way,30811491
185,,,,,,"'"Olympiastützpunkt. Nicht für die Öffentlichkeit.'"",,,Mehrzweckhalle,,sports_centre,,13.4813972,52.5398639,yes,,osm:way,30884626
186,,,,,,,,,Wellblechpalast (Eisbären Juniors),,sports_centre,,13.4807516,52.5410241,yes,,osm:way,30884628
187,Berlin,,7,10557,Seydlitzstraße,,,https://www.berlinerbaeder.de/baeder/stadtbad-tiergarten/,Stadtbad Tiergarten,,sports_centre,,13.3596418,52.5274411,yes,de:Berliner Bäder-Betriebe,osm:way,30912220
188,Berlin,DE,10,10585,Krumme Straße,,,http://www.berlinerbaederbetriebe.de/64.html,Stadtbad Charlottenburg - Alte Halle,,sports_centre,,13.3088299,52.5144763,yes,,osm:way,31019638
189,,,,,,,,,,,sports_centre,,13.3218825,52.4352937,yes,,osm:way,31235814
190,,,,,,,,,Sporthalle,,sports_centre,,13.4082061,52.5339303,yes,,osm:way,31278226
191,,,,,,,,,,,sports_centre,,13.5632997,52.5401877,yes,,osm:way,31516688
192,,,,,,,,,,,sports_centre,,13.5648037,52.5391221,sports_hall,,osm:way,31519249
193,,,,,,,,,Herberge Fritz-Lesch-Straße,,sports_centre,,13.4747091,52.5431918,yes,,osm:way,31523527
194,,,,,,,,,Lilli Henoch Halle,,sports_centre,,13.4760372,52.5435785,yes,,osm:way,31523556
195,,,,,,,,,Traglufthalle,,sports_centre,,13.4795151,52.5394339,yes,,osm:way,31523693
196,Berlin,DE,62-66,13509,Miraustraße,"Mo-Th 15:00-22:00; Fr 14:00-24:00; Sa 11:00-24:00; Su,PH 10:00-22:00",,http://kartland.de/,Kartland,,sports_centre,,13.3088545,52.5861038,warehouse,,osm:way,31795313
197,Berlin,DE,125,12685,Eisenacher Straße,,school,,,,sports_centre,,13.5703323,52.5401306,,,osm:way,32064894
198,Berlin,,26/10,13587,Schönwalder Allee,,,,Hallenbad,,sports_centre,,13.1981667,52.5696317,yes,,osm:way,32087557
199,,,,,,,,,,,sports_centre,,13.5884529,52.5348191,yes,,osm:way,32210299
200,,,,,,,,,,,sports_centre,,13.5148945,52.5612953,,,osm:way,32337197
201,,,,,,,,,Sport-Jugendclub Arena,,sports_centre,,13.5387110,52.4599918,yes,,osm:way,32338608
202,,,,,,,,,,,sports_centre,,13.4234890,52.4761142,yes,,osm:way,32492510
203,,,,,,Mo 14:00-20:00; Tu-Fr 14:00-24:00; Sa 12:00-24:00; Su 12:00-20:00,,http://skatehalle-berlin.de/,Skatehalle Berlin,,sports_centre,,13.4538746,52.5071061,yes,,osm:way,32514437
204,,,,,,,,,Schulsporthalle,,sports_centre,,13.4644745,52.5082186,school,,osm:way,32514775
205,Berlin,DE,16,13051,Zingster Straße,,,,,,sports_centre,,13.5030283,52.5663040,yes,,osm:way,32612363
206,,,,,,,,,,,sports_centre,,13.4530441,52.4844971,school,,osm:way,32676258
207,,,,,,,,,,,sports_centre,,13.4578784,52.5184507,school,,osm:way,32879263
208,,,,,,,,,,,sports_centre,,13.5593090,52.5459621,yes,,osm:way,32889012
209,,,11,,,,,,,,sports_centre,,13.3722416,52.5432152,school,,osm:way,32981630
210,,,,,,,,,,,sports_centre,,13.3122681,52.5098416,civic,,osm:way,32995797
211,,,,,,,,,,,sports_centre,,13.3831782,52.5526792,yes,,osm:way,33062348
212,,,,,,,,,,,sports_centre,,13.4082204,52.5600410,,,osm:way,33680768
213,,,,,,,,,Louis-Zobel-Sporthalle,,sports_centre,,13.3441717,52.4978568,school,,osm:way,33726549
214,,,,,,,,,Sporthalle des Französischen Gymnasiums,,sports_centre,,13.3553780,52.5026487,school,,osm:way,33789911
215,,,,,,,,,Tennis,,sports_centre,,13.4105462,52.5633656,,,osm:way,33902392
216,,,,,,,,,,,sports_centre,,13.4800366,52.5109808,sports_centre,,osm:way,33949170
217,,,,,,,,,,,sports_centre,,13.4859280,52.5091745,school,,osm:way,33949388
218,,,,,,,,,Tennishalle,,sports_centre,,13.1487293,52.4174614,yes,,osm:way,34089116
219,,,,,,,,,Sporthalle,,sports_centre,,13.3749463,52.5911804,yes,,osm:way,34248436
220,,,,,,,,,Schulsporthalle,,sports_centre,,13.4468080,52.5099773,yes,,osm:way,34866800
